ID,Barcode,Title,Authors,Publisher,Pub Date,Binding,On Hand,Price
62276611,9914642209,War Cry: A Novel of Adventure,"Smith, Wilbur, Churchill, David",William Morrow,17-Sep,Trade,1,$2.00 
1455589918,9914645194,The Murder House,"Patterson, James, Ellis, David",Vision,16-Dec,Paper Back,1,$1.00 
1476792348,9914645097,The Humbug Murders: An Ebenezer Scrooge Mystery,"Oliver, L. J.",Pocket Books,15-Oct,Paper Back,1,$1.00 
425155188,9914645291,Rapture in Death (In Death (Paperback)),"Robb, J. D., , Nora Roberts",Berkley,Oct-96,Paper Back,1,$1.00 
425153789,9914645283,Immortal in Death (In Death (Paperback)),"Robb, J. D., , Nora Roberts",Berkley,Jul-96,Paper Back,1,$1.00 
425168131,9914645267,Conspiracy in Death (In Death (Paperback)),"Robb, J. D., , Nora Roberts",Berkley,Apr-99,Paper Back,1,$1.00 
1455586447,9914645232,The Last Mile,"Baldacci, David",Vision,17-Feb,Paper Back,1,$1.00 
451240634,9914645569,Quilt Trip: A Southern Quilting Mystery,"Craig, Elizabeth",Signet,13-Dec,Paper Back,1,$1.00 
1250123151,9914647553,"Secrets in Death: An Eve Dallas Novel (In Death, Book 45)","Robb, J.D.",St. Martin's Press,17-Aug,Hardcover,1,$3.00 
735212481,9914647529,Charlatans,"Cook, Robin",G.P. Putnam's Sons,17-Aug,Hardcover,1,$3.00 
399575545,9914647626,The Romanov Ransom (A Sam and Remi Fargo Adventure),"Cussler, Clive, Burcell, Robin",G.P. Putnam's Sons,17-Sep,Hardcover,1,$8.00 
143034901,9914655114,The Shadow of the Wind,"Zafon, Carlos Ruiz",Penguin (Non-Classics),5-Feb,Trade,1,$2.00 
067082982X,9914658296,The Dark Half,"King, Stephen",Viking,Mar-92,Hardcover,1,$3.00 
1503943569,9914668119,The Night Bird,"Freeman, Brian",Thomas & Mercer,17-Feb,Hardcover,2,$1.00 
316274038,9914680852,16th Seduction (Women's Murder Club),"Patterson, James","Little, Brown and Company",17-May,Hardcover,1,$3.00 
62354345,9914680844,House of Spies: A Novel (Gabriel Allon),"Silva, Daniel",Harper,17-Jul,library discard HC,1,$3.00 
1250099560,9914685161,Bad Influence,"Scottoline, Lisa",St. Martin's Press,17-Apr,Hardcover,1,$5.00 
307950689,9914686990,The Lost Symbol,"Brown, Dan",Anchor,12-May,Trade,1,$2.00 
1455521191,9914688691,The Escape,"Baldacci, David",Grand Central Publishing,14-Nov,Hardcover,1,$3.00 
1617732206,9914705634,Banana Cream Pie Murder,"Fluke, Joanne",Kensington,17-Feb,Hardcover,1,$5.00 
1784756253,9914707130,Then She Was Gone,"JEWELL,LISA",Arrow,17-Jan,Trade,1,$4.00 
399594604,9914707424,Crime Scene,"Kellerman, Jonathan, Kellerman, Jesse",Ballantine Books,17-Aug,Hardcover,1,$1.00 
1250105609,9914732348,The Dry,"Harper, Jane",Flatiron Books,16-Sep,Hardcover,1,$3.00 
1616958782,9914748015,Baby's First Felony (A Cecil Younger Investigation),"Straley, John",Soho Crime,18-Jul,Hardcover,1,$6.00 
399179194,991475208X,Hardcore Twenty-Four: A Stephanie Plum Novel,"Evanovich, Janet",Bantam,17-Nov,Hardcover,1,$5.00 
62499556,9914754562,Pretty Girls: A Novel,"Slaughter, Karin",William Morrow Paperbacks,17-Feb,Trade,1,$4.00 
738719811,9914761909,Murder on the Moor (A Rex Graves Mystery),"Challinor, C.S.",Midnight Ink,11-Mar,Trade,1,$2.00 
738719811,9914761992,Murder on the Moor (A Rex Graves Mystery),"Challinor, C.S.",Midnight Ink,11-Mar,Trade,1,$2.00 
156028395,9914764614,Maigret and the Bum (Maigret Mystery Series),"Simenon, Georges",Harvest Books,3-Apr,Trade,1,$2.00 
145167256X,9914769837,Targets of Opportunity (Jordan Sandor),"Stephens, Jeffrey S",Pocket Star,12-Apr,Paper Back,1,$1.00 
1400034779,9914797172,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),"Smith, Alexander McCall",Anchor,3-Feb,Trade,1,$2.00 
1501150324,9914801145,The Devil's Triangle (A Brit in the FBI),"Coulter, Catherine, Ellison, J.T.",Gallery Books,17-Mar,Hardcover,1,$1.00 
553392743,9914802508,Dangerous Minds: A Knight and Moon Novel,"Evanovich, Janet",Bantam,17-Jun,Hardcover,1,$5.00 
544236106,9914818439,My Darling Detective,"Norman, Howard",Houghton Mifflin Harcourt,17-Mar,Hardcover,1,$3.00 
345543009,9914829775,Turbo Twenty-Three: A Stephanie Plum Novel,"Evanovich, Janet",Bantam,16-Nov,Hardcover,1,$1.00 
1101991224,991483051X,The Fast and the Furriest (Second Chance Cat Mystery),"Ryan, Sofie",Berkley,18-Feb,Paper Back,1,$1.00 
1496711211,9914830501,Biscuits and Slashed Browns (A Country Store Mystery),"Day, Maddie",Kensington,18-Jan,Paper Back,1,$2.00 
316396605,9914834914,The White Road,"Lotz, Sarah",Mulholland Books,17-May,Hardcover,1,$1.00 
316395455,9914835228,The Store,"Patterson, James","Little, Brown and Company",17-Aug,Hardcover,1,$5.00 
1594633665,9914835171,The Girl on the Train: A Novel,"Hawkins, Paula",Riverhead Hardcover,15-Jan,Hardcover,1,$3.00 
985520000,9914839363,On the Rocks; A Willa Cather and Edith Lewis Mystery,"Hallgarth, Sue",Arbor Farm Press,13-Jan,Trade,1,$2.00 
316468908,9914844464,Two from the Heart,"Patterson, James","Little, Brown and Company",17-Apr,Hardcover,1,$5.00 
62678418,9914851886,The Woman in the Window: A Novel,"Finn, A. J.",William Morrow,18-Jan,Hardcover,1,$8.00 
62439561,9914861687,The Body in the Casket: A Faith Fairchild Mystery,"Page, Katherine Hall",William Morrow,17-Dec,Hardcover,1,$3.00 
374117349,9914874916,The Burden of Proof,"Turow, Scott","Farrar, Straus and Giroux",May-90,Hardcover,1,$3.00 
812977637,9914911307,A Death in Vienna: A Novel (Mortalis),"Tallis, Frank",Random House Trade Paperbacks,7-May,Trade,1,$2.00 
735212120,9914911447,Touch,"Maum, Courtney",G.P. Putnam's Sons,17-Jun,Trade,1,$4.00 
62859064,991491814X,The Feral Detective: A Novel,"Lethem, Jonathan",Ecco,18-Nov,Hardcover,1,$2.00 
1616958782,9914919359,Baby's First Felony (A Cecil Younger Investigation),"Straley, John",Soho Crime,18-Jul,Hardcover,1,$6.00 
307277461,991492039X,The Miracle at Speedy Motors (No. 1 Ladies Detective Agency),"Smith, Alexander Mccall",Anchor,9-Mar,Trade,1,$2.00 
373789645,9914928811,Deception Island,"Kelly, Brynn",HQN Books,16-May,Hardcover,1,$2.00 
1439154295,9914931553,The Faculty Club: A Thriller,"Tobey, Danny",Atria,10-Jun,Trade,1,$2.00 
042527778X,9914949495,Claws for Concern (Cat in the Stacks Mystery),"James, Miranda",Berkley,18-Feb,Hardcover,1,$3.00 
62424963,9914950353,Bone Box: A Decker/Lazarus Novel (Decker/Lazarus Novels),"Kellerman, Faye",William Morrow,17-Feb,Hardcover,1,$3.00 
1633882071,9914959008,Holmes Entangled,"McAlpine, Gordon",Seventh Street Books,18-Mar,Paper Back,1,$6.00 
110198404X,9914966802,Deadfall,"Fairstein, Linda",Dutton,17-Jul,Hardcover,1,$3.00 
1250123119,9914977944,Echoes in Death,"Robb, J. D.",St. Martin's Press,17-Feb,Hardcover,2,$3.00 
1594634025,9914982441,The Girl on the Train,"Hawkins, Paula",Riverhead Books,16-Jul,Trade,1,$2.00 
684853507,9915016913,Bag of Bones,"King, Stephen",Scribner,Sep-98,Hardcover,1,$3.00 
385531427,9915025319,Full Wolf Moon,"Child, Lincoln",Doubleday,17-May,Hardcover,1,$3.00 
1451686633,9915028628,The Passenger,"Lutz, Lisa",Simon & Schuster,16-Mar,library discard HC,1,$1.00 
62262378,9915033907,Iron Wolf,"Brown, Dale",William Morrow,15-May,Hardcover,1,$3.00 
743289412,9915033842,Lisey's Story,"King, Stephen",Scribner,6-Oct,Hardcover,1,$3.00 
039917575X,9915039263,Untitled Clancy Campus Novel 2015 (A Campus Novel),"Blackwood, Grant",Putnam Adult,15-Jun,Hardcover,1,$3.00 
1681777983,9915054602,The Spy of Venice: A William Shakespeare Mystery,"Brandreth, Benet",Pegasus Books,18-Aug,Hardcover,1,$6.00 
62741993,991505808X,The Killing Drink: A Novel,"Bradbury, Jamey",William Morrow,18-Mar,Hardcover,1,$6.00 
735219192,991506943X,Untitled Stone Barrington #46 (A Stone Barrington Novel),"Woods, Stuart",G.P. Putnam's Sons,18-Jun,Hardcover,1,$5.00 
1250144027,,Watch Me: A Gripping Psychological Thriller,"Gehrman, Jody",St. Martin's Griffin,18-Jan,Trade,1,$6.00 
451494326,,Untitled Millennium Book 5 (Millennium Series),"Lagercrantz, David",Knopf,17-Sep,Hardcover,1,$5.00 
1501132954,,The Woman in Cabin 10,"Ware, Ruth",Gallery/Scout Press,17-Apr,Trade,1,$6.00 
399163859,9915072732,Y is for... (A Kinsey Millhone Novel),"Grafton, Sue",Marian Wood Books/Putnam,17-Aug,Hardcover,1,$3.00 
375413634,9915081847,The Emperor of Ocean Park,"Carter, Stephen L.",Knopf,2-Jun,Hardcover,1,$3.00 
1455597945,9915087020,New Jason Bourne Novel (Jason Bourne series),"Van Lustbader, Eric",Grand Central Publishing,16-Jun,Hardcover,1,$1.00 
307454541,9915090943,The Girl with the Dragon Tattoo (Vintage),"Larsson, Stieg",Vintage,9-Jun,Trade,1,$2.00 
316272477,9915090897,Little Deaths: A Novel,"Flint, Emma",Hachette Books,17-Jan,Trade,1,$4.00 
553392689,9915093144,Curious Minds: A Knight and Moon Novel,"Evanovich, Janet, Sutton, Phoef",Bantam,16-Aug,Hardcover,1,$1.00 
525955119,9915093411,Untitled,"Coben, Harlan",Dutton,17-Sep,Hardcover,1,$3.00 
345543009,9915093284,Turbo Twenty-Three: A Stephanie Plum Novel,"Evanovich, Janet",Bantam,16-Nov,Hardcover,1,$1.00 
1402792484,9915098340,Force 10 from Navarone,"MacLean, Alistair",Sterling,12-May,Trade,1,$2.00 
62405985,9915105614,Varina,"Frazier, Charles",Ecco,18-Apr,Hardcover,1,$1.00 
1250150280,9915105800,Grist Mill Road: A Novel,"Yates, Christopher J.",Picador,17-Oct,library discard HC,1,$1.00 
316513229,9915105797,Fifty Fifty (Never Never),"Patterson, James, Fox, Candice","Little, Brown and Company",18-Feb,Hardcover,1,$5.00 
399594604,9915105770,Crime Scene,"Kellerman, Jonathan, Kellerman, Jesse",Ballantine Books,17-Aug,Hardcover,1,$3.00 
1455536342,9915111045,The Steel Kiss (A Lincoln Rhyme Novel),"Deaver, Jeffery",Grand Central Publishing,16-Mar,library discard HC,1,$3.00 
1250099714,991511110X,Exposed (A Rosato & DiNunzio Novel),"Scottoline, Lisa",St. Martin's Press,17-Aug,Hardcover,1,$5.00 
1250304180,9915114982,Truly Madly Guilty,"Moriarty, Liane",Flatiron Books,18-Jun,Paper Back,1,$2.00 
399575545,9915115172,The Romanov Ransom (A Sam and Remi Fargo Adventure),"Cussler, Clive, Burcell, Robin",G.P. Putnam's Sons,17-Sep,Hardcover,1,$3.00 
345545990,9915120834,The Silent Corner: A Novel,"Koontz, Dean",Bantam,17-Jun,library discard HC,1,$3.00 
161620477X,9915126816,Descent: A Novel,"Johnston, Tim",Algonquin Books,15-Jul,Trade,1,$2.00 
1594633665,9915131518,The Girl on the Train: A Novel,"Hawkins, Paula",Riverhead Hardcover,15-Jan,Hardcover,1,$3.00 
804172951,9915137931,City on Fire,"Hallberg, Garth Risk",Alfred A. Knopf,16-Jul,Trade,1,$3.00 
804169314,9915138229,The Madmen of Benghazi (Vintage Crime/Black Lizard),"de Villiers, Gérard",Vintage,14-Jul,Trade,1,$100.00 
399174494,9915152590,When All The Girls Have Gone,"Krentz, Jayne Ann",Berkley,16-Nov,Hardcover,1,$3.00 
031627397X,9915153856,Haunted (Michael Bennett),"Patterson, James, Ledwidge, Michael","Little, Brown and Company",17-Sep,Hardcover,1,$5.00 
031627397X,9915153880,Haunted (Michael Bennett),"Patterson, James, Ledwidge, Michael","Little, Brown and Company",17-Sep,Hardcover,1,$5.00 
62668781,9915156596,Man of War: An Eric Steele Novel,"Parnell, Sean",William Morrow,18-Sep,Hardcover,1,$2.00 
62742051,9915167296,Little Girl Lost,"Staub, Wendy Corsi",William Morrow,18-Jul,Paper Back,1,$2.00 
080212500X,9915177062,House Rivals: A Joe DeMarco Thriller,"Lawson, Mike",Grove Press,16-Jul,Trade,1,$2.00 
385543026,9915185383,CAMINO ISLAND,,,2017,Hardcover,1,$5.00 
1476783535,9915188668,Enemy of the State (A Mitch Rapp Novel),"Flynn, Vince, Mills, Kyle",Pocket Books,18-Aug,Paper Back,1,$2.00 
1609450922,9915189583,The Rage (World Noir),"Kerrigan, Gene",Europa Editions,13-Feb,Trade,1,$2.00 
1683312732,9915198191,Among the Dead: A Rachel Carver Mystery,"Backlund, J. R.",Crooked Lane Books,17-Aug,Hardcover,2,$1.00 
1401691471,9915198353,The Case of the Sin City Sister (A Divine Private Detective Agency Mystery),"Hinton, Lynne",Thomas Nelson,15-May,Trade,1,$1.00 
1455586439,9915210167,The Guilty,"Baldacci, David",Grand Central Publishing,16-Mar,Trade,1,$2.00 
156029820,9915210159,The Nautical Chart,"Perez-Reverte, Arturo",Mariner Books,4-Jun,Trade,1,$2.00 
553392778,9915225873,The Pursuit: A Fox and O'Hare Novel,"Evanovich, Janet, Goldberg, Lee",Bantam,16-Jun,Hardcover,1,$1.00 
553099701,9915229720,Murder on the Prowl (Mrs. Murphy Mysteries),"Brown, Rita Mae",Bantam,Apr-98,Hardcover,1,$3.00 
553081403,9915229674,Murder at Monticello,"Brown, Rita Mae",Bantam,Nov-94,Hardcover,1,$3.00 
055309971X,991522964X,Cat on the Scent,"Brown, Rita Mae",Bantam,Mar-99,Hardcover,1,$3.00 
399146652,9915229984,The Cat Who Smelled a Rat (Cat Who...),"Braun, Lilian Jackson",Putnam Adult,1-Jan,Hardcover,1,$3.00 
399136649,9915229976,The Cat Who Knew A Cardinal (Jim Qwilleran Feline Whodunnit),"Braun, Lilian Jackson",Putnam Adult,May-91,Hardcover,1,$3.00 
399138307,9915229968,The Cat Who Went Into The Closet,"Braun, Lilian Jackson",Putnam Adult,Apr-93,Hardcover,1,$3.00 
399144315,991522995X,The Cat Who Saw Stars,"Braun, Lilian Jackson",G. P. Putnam's Sons,Jan-99,Hardcover,1,$3.00 
399143335,9915229941,The Cat Who Sang for the Birds,"Braun, Lilian Jackson",Putnam,Feb-98,Hardcover,1,$3.00 
399140751,9915229933,The Cat Who Said Cheese,"Braun, Lilian Jackson",Putnam,Feb-96,Hardcover,1,$3.00 
399137807,9915229917,The Cat Who Wasn't There,"Braun, Lilian Jackson",Putnam,Sep-92,Hardcover,1,$3.00 
399149422,9915229895,The Cat Who Brought Down the House,"Braun, Lilian Jackson",Putnam,3-Jan,Hardcover,1,$3.00 
515109509,9915230079,The Cat Who Moved a Mountain,Lilian Jackson Braun,Berkley,Oct-92,Hardcover,1,$3.00 
399138684,9915230036,The Cat Who Came to Breakfast,"Braun, Lilian Jackson",Putnam,Feb-94,Hardcover,1,$3.00 
039914675X,9915230028,The Cat Who Went Up the Creek,"Braun, Lilian Jackson",Putnam Adult,2-Jan,Hardcover,1,$3.00 
1101987979,9915231059,Apprentice in Death,"Robb, J.D.",Berkley,16-Sep,Hardcover,1,$3.00 
345541405,9915230974,Breakdown: An Alex Delaware Novel,"Kellerman, Jonathan",Ballantine Books,16-Feb,Hardcover,1,$3.00 
399174672,9915242530,Foreign Affairs,"Woods, Stuart",Putnam Adult,15-Oct,Hardcover,1,$3.00 
735217114,9915242654,Indecent Exposure (A Stone Barrington Novel),"Woods, Stuart",G.P. Putnam's Sons,17-Jun,Hardcover,1,$3.00 
399574190,9915242646,Untitled Stone Barrington #41 (A Stone Barrington Novel),"Woods, Stuart",G.P. Putnam's Sons,17-Apr,Hardcover,1,$3.00 
345541464,991524441X,Night Moves: An Alex Delaware Novel,"Kellerman, Jonathan",Ballantine Books,18-Feb,library discard HC,1,$5.00 
385541198,9915244665,The Whistler,"Grisham, John",Doubleday,16-Oct,Hardcover,1,$3.00 
1880284650,9915249977,"Death, Bones, and Stately Homes (Tori Miracle Mysteries, No. 5)","Last, First",Daniel & Daniel Publishers,15-Feb,Trade,1,$2.00 
62311158,9915263082,Mississippi Blood: A Novel,"Iles, Greg",William Morrow,17-Mar,Hardcover,1,$1.00 
425244857,991526867X,Dead or Alive (A Jack Ryan Novel),"Clancy, Tom, Blackwood, Grant",Berkley,11-Sep,Trade,1,$3.00 
316273945,9915272286,Target: Alex Cross,"Patterson, James","Little, Brown and Company",18-Nov,Hardcover,1,$10.00 
1250043263,9915279825,Pagan Spring (Max Tudor),"Malliet, G. M.",Minotaur Books,14-Sep,Trade,3,$3.00 
1250066255,9915281021,A Demon Summer: A Max Tudor Mystery (A Max Tudor Novel),"Malliet, G. M.",Minotaur Books,15-Sep,Trade,1,$2.00 
1781161542,9915281811,Decision at Delphi,"Macinnes, Helen",Titan Books,13-May,Trade,1,$2.00 
153871387X,9915291957,Texas Ranger,"Patterson, James,Bourelle, Andrew",Grand Central Publishing,18-Dec,Trade,1,$6.00 
147678941X,9915293542,Spymaster: A Thriller (The Scot Harvath Series),"Thor, Brad",Atria/Emily Bestler Books,18-Jul,Hardcover,1,$8.00 
735221081,9915299974,The Couple Next Door,"Lapena, Shari",Pamela Dorman Books,16-Aug,Trade,1,$2.00 
034547824X,9915302444,Already Dead (A Joe Pitt Novel),"Huston, Charlie",Del Rey,5-Dec,Trade,1,$2.00 
1101966319,9915303831,Believe Me: A Novel,"Delaney, JP",Ballantine Books,18-Jul,Hardcover,1,$6.00 
385349874,9915306601,The Crow Girl: A novel,"Sund, Erik Axl",Knopf,16-Jun,Hardcover,1,$3.00 
62436716,9915313349,Chaos: A Scarpetta Novel (Kay Scarpetta),"Cornwell, Patricia",William Morrow Paperbacks,18-Jan,Trade,1,$6.00 
316311030,9915313128,The Dime,"Kent, Kathleen",Mulholland Books,17-Feb,Hardcover,1,$3.00 
1250119170,9915313721,Hellbent: An Orphan X Novel,"Hurwitz, Gregg",Minotaur Books,18-Jan,Hardcover,1,$8.00 
1250034515,9915313489,Mightier than the Sword (Clifton Chronicles),"Archer, Jeffrey",St. Martin's Press,15-Mar,Hardcover,1,$3.00 
1501168916,991531504X,Red Sparrow: A Novel (The Red Sparrow Trilogy),"Matthews, Jason",Pocket Books,17-Oct,Trade,1,$4.00 
1909223018,9915315546,Scare Me,"Parker, Richard",Exhibit A,13-Apr,Trade,1,$2.00 
964729237,9915315864,The Shack,"YOUNG, WILLIAM P",Windblown Media,7-Jul,Trade,1,$2.00 
525558837,9915316712,The House Swap: A Novel,"Fleet, Rebecca",Pamela Dorman Books,18-May,Hardcover,1,$3.00 
1400031818,9915316674,"The Full Cupboard of Life (No. 1 Ladies Detective Agency, Book 5)","Smith, Alexander Mccall",Anchor,4-Jan,Trade,1,$2.00 
1400031362,9915316658,Morality for Beautiful Girls (No. 1 Ladies Detective Agency (Paperback)),"Smith, Alexander McCall",Anchor,2-Nov,Trade,1,$2.00 
1400031354,991531664X,Tears of the Giraffe (No. 1 Ladies Detective Agency (Paperback)),"Smith, Alexander McCall",Anchor,2-Oct,Trade,1,$2.00 
1400034779,9915316631,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),"Smith, Alexander McCall",Anchor,3-Feb,Trade,1,$2.00 
62197738,9915316593,And When She Was Good: A Novel,"Lippman, Laura",William Morrow Paperbacks,13-Jun,Trade,1,$2.00 
62676784,991531678X,The Word Is Murder,"Horowitz, Anthony",Harper,18-Jun,Hardcover,1,$2.00 
1250107563,9915317654,Shiver Hitch: A Jane Bunker Mystery,"Greenlaw, Linda",Minotaur Books,17-Jun,Hardcover,1,$5.00 
735219060,9915322747,Shadow Tyrants: Clive Cussler (The Oregon Files),"Cussler, Clive, Morrison, Boyd",G.P. Putnam's Sons,18-Sep,Hardcover,1,$8.00 
62664417,9915322712,Unti Winslow Cop Novel,"Winslow, Don",William Morrow,17-Jun,Hardcover,1,$5.00 
1476793220,9915322658,Without Fear or Favor: A Novel (A Butch Karp-Marlene Ciampi Thriller),"Tanenbaum, Robert K.",Gallery Books,17-Aug,Hardcover,1,$5.00 
1455561789,9915323549,Before the Fall,"Hawley, Noah",Grand Central Publishing,16-May,Hardcover,1,$3.00 
052548342X,9915327773,The Crooked Staircase: A Jane Hawk Novel,"Koontz, Dean",Bantam,18-May,Hardcover,1,$1.00 
1250123151,9915332688,"Secrets in Death: An Eve Dallas Novel (In Death, Book 45)","Robb, J.D.",St. Martin's Press,17-Aug,Hardcover,1,$5.00 
125007584X,9915335113,No Easy Prey,"Johansen, Iris",St. Martin's Press,17-Apr,Hardcover,1,$3.00 
1455586560,9915335075,New Amos Decker Novel (Amos Decker series),"Baldacci, David",Grand Central Publishing,17-Apr,Hardcover,1,$1.00 
738712477,9915336993,Death and the Lit Chick (A St. Just Mystery),"Malliet, G.M.",Midnight Ink,9-Apr,Trade,1,$2.00 
1455500240,9915336799,The Lincoln Lawyer,"Connelly, Michael",Grand Central Publishing,11-Jan,Trade,1,$2.00 
1250123119,,Echoes in Death,"Robb, J. D.",St. Martin's Press,17-Feb,Hardcover,1,$3.00 
030745455X,9915339887,The Girl Who Played with Fire (Vintage),"Larsson, Stieg",Vintage,10-Mar,Trade,1,$2.00 
62129384,9915339852,Since We Fell,"Lehane, Dennis",Ecco,17-May,Hardcover,1,$2.00 
385541368,9915346018,Burntown: A Novel,"McMahon, Jennifer",Doubleday,17-Jun,Hardcover,1,$3.00 
316465259,9915345984,Yesterday,"Yap, Felicia",Mulholland Books,17-Aug,Trade,1,$2.00 
1683311124,9915346220,Alice and the Assassin: An Alice Roosevelt Mystery,"Koreto, R. J.",Crooked Lane Books,17-Apr,Hardcover,1,$3.00 
62377183,9915347944,Moriarty,"Horowitz, Anthony",Harper,15-Jan,Hardcover,1,$3.00 
150117049X,9915354347,Traitor: A Thriller,"de Shalit, Jonathan",Atria/Emily Bestler Books,18-Oct,Paper Back,1,$3.00 
1250121000,9915355491,Behind Closed Doors,"Paris, B. A.",St. Martin's Press,16-Sep,Hardcover,1,$3.00 
399574220,9915355769,The Line That Held Us,"Joy, David",G.P. Putnam's Sons,18-Aug,Hardcover,1,$5.00 
1501126946,9915356773,I'm Thinking of Ending Things,"Reid, Iain",Gallery/Scout Press,17-Feb,Trade,1,$2.00 
067102082X,991535696X,The Gun Seller,"Laurie, Hugh",Washington Square Press,Oct-98,Trade,1,$2.00 
1538761394,9915362757,The Fallen,"Baldacci, David",Grand Central Publishing,18-Apr,Hardcover,1,$5.00 
758285752,9915362706,"Dream with Little Angels (An Alvin, Alabama Novel)","Hiebert, Michael",Kensington,13-Jun,Trade,1,$2.00 
399593519,9915366051,Past Tense: A Jack Reacher Novel,"Child, Lee",Delacorte Press,18-Nov,Hardcover,1,$8.00 
735218595,9915366043,The Money Shot (A Teddy Fay Novel),"Woods, Stuart, Hall, Parnell",G.P. Putnam's Sons,18-Aug,Hardcover,1,$5.00 
1455559490,9915374291,The House of Secrets,"Meltzer, Brad",Grand Central Publishing,16-Jun,Hardcover,1,$3.00 
1455586609,991537447X,End Game (Will Robie Series),"Baldacci, David",Grand Central Publishing,17-Nov,Hardcover,3,$1.00 
1455536377,9915375875,The Hangman's Waltz (A Lincoln Rhyme Novel),"Deaver, Jeffery",Grand Central Publishing,17-Apr,Hardcover,1,$3.00 
525954929,9915377169,Ghosts of War (A Pike Logan Thriller),"Taylor, Brad",Dutton,16-Jun,library discard HC,1,$1.00 
312154836,9915378459,Brandenburg: A Novel,"Meade, Glenn",St. Martin's Press,Apr-97,Hardcover,1,$3.00 
044655393X,9915384661,The President's Shadow,"Meltzer, Brad",Grand Central Publishing,15-Jun,Hardcover,1,$3.00 
1250067847,9915386915,Orphan X,"Hurwitz, Gregg",Minotaur Books,16-Jan,Hardcover,1,$3.00 
738753327,9915390017,Fiction Can Be Murder (A Mystery Writer's Mystery),"Clark, Becky",Midnight Ink,18-Apr,Trade,1,$1.00 
1455581208,9915390823,Sting,"Brown, Sandra",N/A,16-Aug,Hardcover,1,$3.00 
307454541,9915390696,The Girl with the Dragon Tattoo (Vintage),"Larsson, Stieg",Vintage,9-Jun,Trade,1,$2.00 
446402419,9915393040,The Secret Speech (The Child 44 Trilogy),"Smith, Tom Rob",Grand Central Publishing,10-May,Trade,1,$2.00 
62664417,9915402465,Unti Winslow Cop Novel,"Winslow, Don",William Morrow,17-Jun,Hardcover,1,$3.00 
62339583,991540607X,The Swede,"Karjel, Robert",Harper,15-Jun,Hardcover,1,$3.00 
1101872004,9915406886,"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series","Lagercrantz, David",Vintage,16-Apr,Trade,1,$2.00 
735212155,9915410522,The Girl on the Train (Movie Tie-In),"Hawkins, Paula",Riverhead Books,16-Aug,Trade,1,$3.00 
765383527,9915413734,Cape Hell: A Page Murdock Novel (Page Murdock Novels),"Estleman, Loren D.",Forge Books,16-May,Hardcover,1,$3.00 
767911784,9915417152,Conspiracy of Fools: A True Story,"Eichenwald, Kurt",Broadway,5-Mar,Hardcover,1,$3.00 
1476761469,9915430175,The Fall of Lisa Bellow,"Perabo, Susan",Simon & Schuster,17-Mar,Trade,1,$1.00 
1501190598,9915434529,Red War (A Mitch Rapp Novel),"Flynn, Vince, Mills, Kyle",Atria/Emily Bestler Books,18-Sep,Hardcover,1,$8.00 
1400034779,991543474X,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),"Smith, Alexander McCall",Anchor,3-Feb,Trade,1,$2.00 
316412694,9915434588,The President Is Missing,"Clinton, Bill, Patterson, James","Little, Brown and Company and Knopf",18-Jun,Hardcover,1,$5.00 
316225983,991543488X,The Late Show,"Connelly, Michael","Little, Brown and Company",17-Jul,Hardcover,1,$1.00 
1476783519,9915434847,Untitled #3 (A Mitch Rapp Novel),"Flynn, Vince, Mills, Kyle",Atria/Emily Bestler Books,17-Sep,Hardcover,1,$3.00 
1250098467,9915435282,Deep Silence: A Joe Ledger Novel,"Maberry, Jonathan",St. Martin's Griffin,18-Oct,Trade,1,$4.00 
525433104,9915450478,The Nightmare: A novel (Joona Linna),"Kepler, Lars",Vintage Crime/Black Lizard,18-Sep,Trade,1,$4.00 
525433058,991545046X,The Sandman: A novel (Joona Linna),"Kepler, Lars",Vintage Crime/Black Lizard,19-Jan,Trade,1,$6.00 
1250071682,991545113X,I Am Your Judge: A Novel (Pia Kirchhoff and Oliver von Bodenstein),"Neuhaus, Nele",Minotaur Books,16-Jan,Hardcover,1,$3.00 
161638610X,9915451717,The Harbinger: The ancient mystery that holds the secret of America's future,"Cahn, Jonathan",Frontline Pub Inc,12-Jan,Trade,1,$2.00 
679722645,9915454023,The Maltese Falcon (Vintage Crime/Black Lizard),"Hammett, Dashiell",Vintage,Aug-92,Trade,1,$2.00 
385348487,991545404X,The Travelers: A Novel,"Pavone, Chris",Crown,16-Mar,library discard HC,1,$1.00 
1400095093,9915459580,At the Villa of Reduced Circumstances,"Smith, Alexander Mccall",Anchor,4-Dec,Trade,1,$2.00 
399585737,9915478941,Warning Light,"Ricciardi, David",Berkley,18-Apr,Hardcover,1,$5.00 
1626365571,9915495404,Sniper: A Thriller,"Hardacker, Vaughn C.",Skyhorse,14-Feb,Trade,1,$2.00 
99541831,9915495978,Jar City: A Reykjavik Murder Mystery,"Indridason, Arnaldur",Vintage Books,9-Aug,Trade,1,$2.00 
1455586560,9915500920,New Amos Decker Novel (Amos Decker series),"Baldacci, David",Grand Central Publishing,17-Apr,Hardcover,1,$3.00 
316006998,9915501323,Black Hills: A Novel,"Simmons, Dan",Reagan Arthur / Back Bay Books,11-Mar,Trade,1,$2.00 
